,ID,y,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries
333,0x1882,1,43.0,2,123732.32,10416.026666666668,4,3,11,0.0,15,14.0,11.92,3.0
334,0x1883,1,43.0,2,123732.32,10416.026666666668,4,3,11,0.0,15,8.0,11.92,3.0
335,0x1884,1,43.0,12,123732.32,10416.026666666668,4,3,11,0.0,18,8.0,13.92,3.0
336,0x1885,1,43.0,2,123732.32,10416.026666666668,4,3,11,0.0,15,8.0,8.92,6.0
337,0x188b,1,36.0,15,17251.38,1654.615,6,3,7,7.0,8,15.0,15.06,6.0
338,0x188c,1,37.0,15,17251.38,1654.615,6,3,7,7.0,5,12.0,15.06,6.0
339,0x188d,1,37.0,15,17251.38,1654.615,6,3,7,7.0,10,15.0,15.06,6.0
340,0x188e,1,37.0,15,17251.38,1654.615,6,3,7,7.0,8,15.0,15.06,10.0
342,0x1890,1,37.0,15,17251.38,1654.615,6,3,7,7.0,8,15.0,15.06,6.0
343,0x1891,1,37.0,15,17251.38,1437.615,6,3,7,7.0,3,15.0,15.06,10.0
344,0x1896,1,22.0,5,36822.29,3132.524166666666,8,7,6,4.0,14,19.0,5.79,4.0
345,0x1897,1,22.0,5,36822.29,3132.524166666666,8,7,6,4.0,14,19.0,5.79,4.0
346,0x1898,1,23.0,5,36822.29,3132.524166666666,8,7,6,4.0,14,17.0,5.79,5.0
347,0x1899,1,23.0,5,36822.29,3132.524166666666,8,7,6,4.0,14,19.0,5.79,5.0
348,0x189b,1,23.0,12,36822.29,3132.524166666666,8,7,6,4.0,16,18.0,5.79,5.0
349,0x189c,1,23.0,5,36822.29,3132.524166666666,8,7,6,4.0,14,20.0,5.79,5.0
350,0x189d,1,23.0,5,36822.29,3132.524166666666,8,7,6,4.0,15,19.0,5.79,5.0
351,0x18a2,1,25.0,3,80108.31,6866.6925,5,3,17,0.0,25,19.0,21.22,1.0
353,0x18a5,1,25.0,12,80108.31,6866.6925,5,3,17,0.0,20,21.0,14.22,1.0
355,0x18a7,1,25.0,3,80108.31,6866.6925,5,3,17,0.0,25,14.0,14.22,1.0
356,0x18a8,1,25.0,3,80108.31,6675.6925,5,3,17,0.0,25,19.0,14.22,4.0
357,0x18a9,1,25.0,3,80108.31,6866.6925,5,3,17,0.0,25,19.0,14.22,4.0
358,0x18ae,1,20.0,13,69977.6,5978.466666666667,10,7,20,9.0,49,18.0,6.81,11.0
359,0x18af,0,20.0,13,69977.6,5978.466666666667,10,7,20,9.0,49,18.0,6.81,11.0
360,0x18b0,1,20.0,13,69977.6,5978.466666666667,10,7,20,9.0,49,18.0,6.81,11.0
361,0x18b1,0,20.0,12,69977.6,5831.466666666667,10,7,20,9.0,49,18.0,6.81,11.0
362,0x18b2,0,20.0,13,69977.6,5978.466666666667,10,7,20,9.0,49,18.0,6.81,11.0
363,0x18b3,0,21.0,13,69977.6,5831.466666666667,10,7,20,9.0,54,20.0,6.81,11.0
364,0x18b4,1,21.0,13,69977.6,5978.466666666667,10,7,20,9.0,49,19.0,6.81,11.0
365,0x18b5,1,21.0,13,69977.6,5978.466666666667,10,7,20,9.0,49,18.0,6.81,11.0
366,0x18ba,0,16.0,11,78988.48,6449.373333333332,9,5,29,7.0,27,17.0,15.27,9.0
368,0x18bc,0,16.0,11,78988.48,6449.373333333332,9,5,29,7.0,27,17.0,15.27,9.0
369,0x18bd,1,16.0,11,78988.48,6449.373333333332,9,5,29,7.0,27,17.0,15.27,9.0
372,0x18c0,0,16.0,11,78988.48,6449.373333333332,9,5,29,7.0,22,17.0,9.41,9.0
373,0x18c1,0,16.0,11,78988.48,6449.373333333332,9,5,29,7.0,27,17.0,10.27,9.0
374,0x18d2,1,21.0,10,19981.6,1459.1333333333332,10,8,20,7.0,54,14.0,23.58,12.0
375,0x18d3,0,21.0,10,19981.6,1459.1333333333332,10,8,20,7.0,54,21.0,23.58,12.0
376,0x18d5,0,22.0,10,19981.6,1459.1333333333332,10,8,20,7.0,54,21.0,23.58,6.0
377,0x18d6,0,22.0,10,19981.6,1459.1333333333332,10,8,20,7.0,54,21.0,23.58,12.0
378,0x18d7,1,22.0,10,19981.6,1459.1333333333332,10,8,20,7.0,54,19.0,23.58,12.0
380,0x18d9,0,22.0,12,19981.6,1459.1333333333332,10,8,20,7.0,54,21.0,23.58,12.0
381,0x18de,1,18.0,12,73737.36,5936.78,7,3,18,4.0,20,14.0,13.92,2.0
382,0x18df,1,19.0,7,73737.36,5936.78,7,3,18,4.0,20,20.0,14.92,2.0
383,0x18e0,1,19.0,7,73737.36,5936.78,7,3,18,4.0,20,17.0,19.92,2.0
384,0x18e1,1,19.0,7,73737.36,5936.78,7,3,18,4.0,20,17.0,13.92,2.0
385,0x18e2,1,19.0,7,73737.36,5936.78,7,3,18,4.0,15,20.0,13.92,2.0
386,0x18e3,1,19.0,12,73737.36,5936.78,7,3,18,4.0,20,20.0,13.92,2.0
387,0x18e4,1,19.0,7,73737.36,5936.78,7,3,18,4.0,20,20.0,13.92,2.0
388,0x18e5,1,19.0,7,73737.36,6144.78,7,3,18,4.0,20,17.0,13.92,2.0
390,0x18eb,1,33.0,11,88362.46,7255.538333333334,5,2,8,3.0,15,10.0,9.01,4.0
391,0x18ec,1,33.0,11,88362.46,7363.538333333334,5,2,8,3.0,17,8.0,11.01,4.0
392,0x18ed,1,34.0,11,88362.46,7255.538333333334,5,2,8,3.0,15,8.0,11.01,4.0
393,0x18ee,1,34.0,12,88362.46,7363.538333333334,5,2,8,3.0,15,8.0,11.01,6.0
394,0x18ef,1,34.0,11,88362.46,7255.538333333334,5,2,8,3.0,15,6.0,11.01,6.0
395,0x18f0,1,34.0,12,88362.46,7255.538333333334,5,2,8,3.0,15,14.0,11.01,6.0
396,0x18f6,1,45.0,5,118248.6,10115.05,5,1,4,0.0,13,10.0,3.69,4.0
398,0x18f8,1,45.0,5,118248.6,10115.05,5,1,4,0.0,13,7.0,-0.31,4.0
399,0x18f9,1,45.0,5,118248.6,10115.05,5,1,4,0.0,13,7.0,3.69,4.0
400,0x18fa,1,45.0,5,118248.6,9854.05,5,1,4,0.0,13,10.0,3.69,8.0
401,0x18fb,1,45.0,12,118248.6,10115.05,5,1,4,0.0,13,10.0,3.69,8.0
402,0x18fc,1,45.0,5,118248.6,10115.05,5,1,4,0.0,13,14.0,4.69,8.0
404,0x1902,1,26.0,13,60162.1,5197.508333333333,5,7,5,7.0,18,10.0,14.79,7.0
405,0x1903,1,26.0,13,60162.1,5197.508333333333,5,7,5,7.0,18,10.0,14.79,7.0
406,0x1905,1,26.0,13,60162.1,5013.508333333333,5,7,5,7.0,18,12.0,14.79,9.0
407,0x1906,1,26.0,13,60162.1,5197.508333333333,5,7,5,7.0,17,10.0,14.79,9.0
408,0x1907,1,26.0,13,60162.1,5197.508333333333,5,7,5,7.0,18,11.0,14.79,9.0
409,0x1908,1,26.0,13,60162.1,5197.508333333333,5,7,5,7.0,18,13.0,14.79,9.0
410,0x1909,1,26.0,12,60162.1,5197.508333333333,5,7,5,7.0,18,10.0,12.79,9.0
411,0x190f,0,17.0,11,75273.24,6552.77,8,6,32,5.0,48,9.0,19.8,6.0
412,0x1910,1,17.0,11,75273.24,6552.77,8,6,32,5.0,50,10.0,12.8,6.0
413,0x1911,0,18.0,11,75273.24,6552.77,8,6,32,5.0,50,10.0,12.8,6.0
414,0x1912,1,18.0,11,75273.24,6424.022011446845,8,6,32,5.0,50,9.0,12.8,8.0
416,0x1914,0,18.0,11,75273.24,6424.022011446845,8,6,32,5.0,50,10.0,17.8,8.0
417,0x1915,1,18.0,11,75273.24,6272.77,8,6,32,5.0,50,11.0,12.8,8.0
418,0x191a,1,18.0,10,54820.89,4295.4075,8,7,28,6.0,36,20.0,18.42,8.0
420,0x191c,1,18.0,10,54820.89,4295.4075,8,7,28,6.0,41,17.0,18.42,8.0
421,0x191d,1,18.0,12,54820.89,4295.4075,8,7,28,6.0,41,15.0,18.42,8.0
422,0x191e,1,18.0,10,54820.89,4295.4075,8,7,28,6.0,43,17.0,18.42,11.0
423,0x191f,1,18.0,10,54820.89,4295.4075,8,7,28,6.0,41,17.0,18.42,11.0
424,0x1920,1,18.0,10,54820.89,4295.4075,8,7,28,6.0,41,17.0,18.42,11.0
426,0x1932,1,30.0,1,30390.44,2721.5366666666664,5,6,5,4.0,19,20.0,8.36,6.0
427,0x1933,1,30.0,1,30390.44,2532.5366666666664,5,6,5,4.0,19,23.0,8.36,4.0
428,0x1934,1,30.0,1,30390.44,2721.5366666666664,5,6,5,4.0,19,18.0,8.36,4.0
429,0x1935,1,30.0,1,30390.44,2721.5366666666664,5,6,5,4.0,19,17.0,8.36,4.0
430,0x1936,1,30.0,1,30390.44,2721.5366666666664,5,6,5,4.0,15,18.0,8.36,4.0
431,0x1937,1,30.0,1,30390.44,2721.5366666666664,5,6,5,4.0,16,20.0,8.36,4.0
432,0x1938,1,30.0,1,30390.44,2532.5366666666664,5,6,5,4.0,19,21.0,13.36,4.0
433,0x1939,1,30.0,1,30390.44,2721.5366666666664,5,6,5,4.0,19,20.0,8.36,4.0
434,0x193e,0,42.0,3,45207.54,3507.295,8,8,24,6.0,21,20.0,9.78,9.0
435,0x193f,0,42.0,3,45207.54,3507.295,8,8,24,6.0,24,22.0,9.78,9.0
436,0x1940,0,42.0,3,45207.54,3767.295,8,8,24,6.0,26,21.0,4.779999999999999,9.0
438,0x1942,0,43.0,3,45207.54,3507.295,8,8,24,6.0,25,20.0,9.78,9.0
439,0x1943,0,43.0,12,45207.54,3507.295,8,8,24,6.0,24,23.0,9.78,9.0
440,0x1944,0,43.0,3,45207.54,3767.295,8,8,24,6.0,22,20.0,9.78,9.0
442,0x194c,1,18.0,13,144546.72,11809.56,0,3,7,2.0,15,8.0,12.08,1.0
443,0x194d,1,18.0,13,144546.72,11809.56,0,3,7,2.0,15,14.0,6.08,1.0
445,0x1950,1,18.0,13,144546.72,10653.043107889978,0,3,7,2.0,14,5.0,6.08,1.0
446,0x1951,1,18.0,13,144546.72,12045.56,0,3,7,2.0,13,7.0,6.08,1.0
447,0x1956,1,38.0,4,30346.35,2651.8625,5,4,14,7.0,27,9.0,18.8,5.0
449,0x1959,1,39.0,12,30346.35,2651.8625,5,4,14,7.0,24,9.0,18.8,5.0
451,0x195b,1,39.0,4,30346.35,2651.8625,5,4,14,7.0,27,6.0,18.8,5.0
452,0x195c,1,39.0,4,30346.35,2651.8625,5,4,14,7.0,26,9.0,23.8,5.0
453,0x195d,1,39.0,4,30346.35,2528.8625,5,4,14,7.0,29,6.0,18.8,5.0
454,0x1962,1,46.0,9,18681.465,1584.78875,2,3,9,2.0,6,8.0,3.9,1.0
457,0x1966,1,47.0,9,18681.465,1556.78875,2,3,9,2.0,6,14.0,3.9,3.0
458,0x1967,1,47.0,9,18681.465,1584.78875,2,3,9,2.0,6,8.0,3.9,3.0
459,0x1968,1,47.0,9,18681.465,1584.78875,2,3,9,2.0,6,8.0,3.9,3.0
460,0x1969,1,47.0,9,18681.465,1584.78875,2,3,9,2.0,6,6.0,3.9,3.0
461,0x197b,1,35.0,10,72330.98,6300.581666666666,0,3,11,1.0,2,6.0,4.62,1.0
462,0x197c,1,35.0,10,72330.98,6300.581666666666,0,3,11,1.0,1,6.0,9.41,1.0
463,0x197d,1,35.0,10,72330.98,6300.581666666666,0,3,11,1.0,2,6.0,4.62,1.0
464,0x197e,1,35.0,10,72330.98,6300.581666666666,0,3,11,1.0,1,6.0,4.62,1.0
465,0x197f,1,35.0,12,72330.98,6300.581666666666,0,3,11,1.0,5,14.0,4.62,1.0
466,0x1980,1,35.0,10,72330.98,6300.581666666666,0,3,11,1.0,1,6.0,4.62,1.0
468,0x1987,0,15.0,14,43241.49,3580.4575,10,7,30,6.0,36,19.0,8.47,10.0
470,0x198a,0,16.0,14,43241.49,3580.4575,10,7,30,6.0,32,17.0,8.47,10.0
471,0x198b,0,16.0,14,43241.49,3580.4575,10,7,30,6.0,32,17.0,9.41,10.0
472,0x198c,1,16.0,14,43241.49,3282.269196467356,10,7,30,6.0,36,14.0,8.47,10.0
473,0x198d,1,16.0,14,43241.49,3282.269196467356,10,7,30,6.0,36,17.0,8.47,10.0
474,0x1992,1,19.0,12,34106.78,2767.231666666666,8,5,17,0.0,8,14.0,10.06,0.0
475,0x1994,1,19.0,9,34106.78,2767.231666666666,8,5,17,0.0,8,10.0,10.06,0.0
476,0x1995,1,19.0,12,34106.78,2767.231666666666,8,5,17,0.0,8,10.0,10.06,0.0
477,0x1996,1,19.0,9,34106.78,2767.231666666666,8,5,17,0.0,8,10.0,10.06,0.0
478,0x1997,1,19.0,9,34106.78,2767.231666666666,8,5,17,0.0,8,10.0,7.0600000000000005,0.0
479,0x1998,1,19.0,9,34106.78,2767.231666666666,8,5,17,0.0,11,10.0,10.06,0.0
480,0x1999,1,19.0,9,34106.78,2842.2316666666666,8,5,17,0.0,8,10.0,10.06,0.0
482,0x19a0,1,24.0,14,129067.59,10795.6325,1,3,1,4.0,9,5.0,4.54,0.0
483,0x19a1,1,25.0,14,129067.59,10795.6325,1,3,1,4.0,9,5.0,4.54,0.0
484,0x19a2,1,25.0,14,129067.59,10755.6325,1,3,1,4.0,9,6.0,4.54,0.0
485,0x19a4,1,25.0,14,129067.59,10795.6325,1,3,1,4.0,9,5.0,4.54,0.0
486,0x19a5,1,25.0,14,129067.59,10795.6325,1,3,1,4.0,7,5.0,4.54,0.0
487,0x19aa,1,34.0,1,17001.34,1214.7783333333334,6,5,5,1.0,11,20.0,5.62,0.0
488,0x19ab,1,34.0,1,17001.34,1214.7783333333334,6,5,5,1.0,10,14.0,5.62,0.0
489,0x19ac,1,34.0,1,17001.34,1214.7783333333334,6,5,5,1.0,11,20.0,5.62,0.0
490,0x19ad,0,34.0,1,17001.34,1214.7783333333334,6,5,5,1.0,10,18.0,12.62,0.0
495,0x19b6,0,21.0,0,44719.17,3969.5975,6,6,29,7.0,41,19.0,23.21,11.0
496,0x19b8,0,21.0,0,44719.17,3969.5975,6,6,29,7.0,47,21.0,23.21,11.0
497,0x19b9,0,21.0,0,44719.17,3969.5975,6,6,29,7.0,47,20.0,23.21,11.0
498,0x19ba,0,21.0,0,44719.17,3969.5975,6,6,29,7.0,44,19.0,23.21,11.0
501,0x19bd,0,21.0,0,44719.17,3969.5975,6,6,29,7.0,46,19.0,23.21,14.0
502,0x19c2,1,47.0,0,17787.34,1242.2783333333334,8,4,16,2.0,0,15.0,5.65,0.0
503,0x19c3,1,47.0,0,17787.34,1242.2783333333334,8,4,16,2.0,5,15.0,5.65,0.0
504,0x19c4,1,47.0,0,17787.34,1242.2783333333334,8,4,16,2.0,2,15.0,5.65,0.0
505,0x19c6,1,47.0,0,17787.34,1242.2783333333334,8,4,16,2.0,5,16.0,5.65,0.0
506,0x19c7,1,47.0,0,17787.34,1242.2783333333334,8,4,16,2.0,7,16.0,5.65,0.0
507,0x19c8,1,47.0,12,17787.34,1242.2783333333334,8,4,16,2.0,5,17.0,5.65,6.0
508,0x19c9,1,48.0,0,17787.34,1482.2783333333334,8,4,16,2.0,5,15.0,5.65,0.0
509,0x19d0,1,41.0,14,103353.06,8527.755,3,3,6,1.0,4,7.0,3.11,2.0
511,0x19d2,1,42.0,14,103353.06,8527.755,3,3,6,1.0,4,9.0,3.11,2.0
512,0x19d3,1,42.0,14,103353.06,8527.755,3,3,6,1.0,4,6.0,3.11,2.0
513,0x19d5,1,42.0,14,103353.06,8527.755,3,3,6,1.0,4,12.0,3.11,2.0
514,0x19da,1,38.0,6,31021.24,2756.103333333333,7,7,11,4.0,16,21.0,18.21,4.0
515,0x19dc,1,38.0,6,31021.24,2756.103333333333,7,7,11,4.0,21,20.0,11.21,7.0
516,0x19dd,1,38.0,6,31021.24,2585.103333333333,7,7,11,4.0,17,14.0,9.21,7.0
517,0x19de,1,38.0,6,31021.24,2756.103333333333,7,7,11,4.0,16,20.0,5.210000000000001,7.0
518,0x19df,1,38.0,6,31021.24,2756.103333333333,7,7,11,4.0,20,20.0,11.21,7.0
519,0x19e0,1,38.0,6,31021.24,2756.103333333333,7,7,11,4.0,16,20.0,11.21,7.0
520,0x19e1,1,38.0,6,31021.24,2756.103333333333,7,7,11,4.0,16,21.0,15.21,7.0
521,0x19e6,1,36.0,6,134978.24,11059.186666666665,8,5,15,2.0,9,16.0,9.89,3.0
522,0x19e7,1,36.0,6,134978.24,11059.186666666665,8,5,15,2.0,12,16.0,9.89,3.0
523,0x19e8,1,36.0,6,134978.24,10541.520749550598,8,5,15,2.0,9,14.0,9.89,3.0
524,0x19e9,1,36.0,6,134978.24,11248.186666666666,8,5,15,2.0,9,17.0,9.89,3.0
525,0x19ea,1,36.0,6,134978.24,10541.520749550598,8,5,15,2.0,9,16.0,9.89,3.0
526,0x19eb,1,36.0,6,134978.24,10541.520749550598,8,5,15,2.0,9,16.0,9.89,5.0
527,0x19ec,1,37.0,6,134978.24,10541.520749550598,8,5,15,2.0,9,16.0,6.8900000000000015,5.0
528,0x19ed,1,37.0,6,134978.24,10541.520749550598,8,5,15,2.0,9,15.0,16.89,5.0
530,0x19f3,1,28.0,15,39800.12,3047.6766666666667,7,5,12,3.0,17,14.0,9.41,4.0
531,0x19f4,1,28.0,15,39800.12,3047.6766666666667,7,5,12,3.0,17,18.0,18.53,4.0
532,0x19f5,1,28.0,15,39800.12,3047.6766666666667,7,5,12,3.0,17,18.0,18.53,4.0
533,0x19f6,1,28.0,15,39800.12,3047.6766666666667,7,5,12,3.0,17,20.0,18.53,4.0
534,0x19f7,1,28.0,15,39800.12,3047.6766666666667,7,5,12,3.0,17,18.0,18.53,4.0
535,0x19f8,1,28.0,15,39800.12,3047.6766666666667,7,5,12,3.0,17,18.0,16.53,4.0
536,0x19f9,1,28.0,15,39800.12,3047.6766666666667,7,5,12,3.0,17,20.0,11.53,4.0
537,0x1a0a,1,21.0,1,66105.4,5653.783333333333,6,8,31,5.0,26,22.0,5.52,9.0
538,0x1a0b,0,21.0,1,66105.4,5653.783333333333,6,8,31,5.0,26,22.0,5.52,9.0
539,0x1a0c,0,21.0,1,66105.4,5653.783333333333,6,8,31,5.0,26,14.0,-1.4800000000000004,9.0
540,0x1a0d,0,21.0,1,66105.4,5508.783333333333,6,8,31,5.0,26,23.0,5.52,9.0
541,0x1a0e,0,21.0,1,66105.4,5653.783333333333,6,8,31,5.0,23,22.0,5.52,9.0
542,0x1a0f,1,21.0,12,66105.4,5508.783333333333,6,8,31,5.0,26,19.0,0.5199999999999996,9.0
543,0x1a10,0,22.0,12,66105.4,5653.783333333333,6,8,31,5.0,26,22.0,10.52,12.0
544,0x1a11,0,22.0,1,66105.4,5653.783333333333,6,8,31,5.0,26,22.0,5.52,12.0
545,0x1a16,1,28.0,9,15398.95,1548.2458333333334,1,7,5,4.0,1,2.0,11.41,3.0
546,0x1a17,1,28.0,9,15398.95,1548.2458333333334,1,7,5,4.0,1,0.0,8.41,3.0
547,0x1a18,1,28.0,9,15398.95,1283.2458333333334,1,7,5,4.0,1,-1.0,8.41,3.0
548,0x1a19,1,28.0,9,15398.95,1548.2458333333334,1,7,5,4.0,1,0.0,8.41,8.0
551,0x1a1d,1,28.0,9,15398.95,1548.2458333333334,1,7,5,4.0,1,1.0,8.41,8.0
552,0x1a22,1,18.0,2,27070.07,2518.839166666666,7,3,11,4.0,12,15.0,5.68,1.0
554,0x1a25,1,18.0,2,27070.07,2518.839166666666,7,3,11,4.0,12,18.0,5.68,6.0
555,0x1a26,1,18.0,2,27070.07,2518.839166666666,7,3,11,4.0,12,17.0,7.68,6.0
556,0x1a27,1,18.0,2,27070.07,2255.839166666666,7,3,11,4.0,9,15.0,5.68,6.0
559,0x1a2f,0,53.0,4,17992.775,1499.3979166666668,3,5,6,0.0,11,15.0,8.61,2.0
560,0x1a31,0,53.0,4,17992.775,1769.3979166666668,3,5,6,0.0,8,12.0,4.609999999999999,2.0
562,0x1a33,0,53.0,4,17992.775,1769.3979166666668,3,5,6,0.0,5,10.0,8.61,3.0
563,0x1a34,0,53.0,4,17992.775,1769.3979166666668,3,5,6,0.0,6,14.0,8.61,3.0
564,0x1a3b,1,55.0,12,139354.48,10872.26505763546,3,3,18,0.0,10,16.0,4.94,3.0
565,0x1a3c,1,55.0,11,139354.48,10872.26505763546,3,3,18,0.0,15,16.0,4.94,3.0
566,0x1a3d,1,55.0,12,139354.48,10872.26505763546,3,3,18,0.0,15,16.0,4.94,3.0
567,0x1a3e,1,55.0,11,139354.48,10872.26505763546,3,3,18,0.0,15,18.0,9.41,3.0
568,0x1a3f,1,55.0,11,139354.48,10872.26505763546,3,3,18,0.0,19,16.0,-1.0599999999999996,3.0
569,0x1a40,1,56.0,11,139354.48,10872.26505763546,3,3,18,0.0,15,16.0,4.94,3.0
570,0x1a41,1,56.0,11,139354.48,10872.26505763546,3,3,18,0.0,15,16.0,4.94,4.0
571,0x1a46,1,22.0,14,18305.25,1525.4375,2,1,4,0.0,14,11.0,5.27,2.0
572,0x1a47,1,22.0,12,18305.25,1525.4375,2,1,4,0.0,14,14.0,5.27,2.0
573,0x1a48,1,22.0,14,18305.25,1557.4375,2,1,4,0.0,11,12.0,5.27,2.0
574,0x1a49,1,22.0,14,18305.25,1525.4375,2,1,4,0.0,14,14.0,5.27,3.0
575,0x1a4a,1,22.0,14,18305.25,1557.4375,2,1,4,0.0,14,8.0,5.27,3.0
576,0x1a4b,1,22.0,12,18305.25,1557.4375,2,1,4,0.0,14,10.0,6.27,3.0
577,0x1a4c,1,22.0,14,18305.25,1557.4375,2,1,4,0.0,14,9.0,5.27,3.0
578,0x1a52,1,25.0,6,27865.26,2322.105,4,3,6,1.0,22,18.0,19.05,5.0
580,0x1a54,1,25.0,6,27865.26,2322.105,4,3,6,1.0,22,18.0,19.05,5.0
581,0x1a55,1,25.0,6,27865.26,2606.105,4,3,6,1.0,22,19.0,19.05,5.0
582,0x1a56,1,25.0,6,27865.26,2606.105,4,3,6,1.0,22,18.0,12.05,5.0
584,0x1a58,0,26.0,6,27865.26,2606.105,4,3,6,1.0,22,16.0,19.05,5.0
585,0x1a59,0,26.0,6,27865.26,2606.105,4,3,6,1.0,22,18.0,19.05,5.0
586,0x1a5e,1,36.0,1,23404.86,1899.405,6,5,7,0.0,14,17.0,15.82,5.0
587,0x1a5f,1,36.0,1,23404.86,1950.405,6,5,7,0.0,8,20.0,15.82,5.0
588,0x1a60,1,36.0,1,23404.86,1899.405,6,5,7,0.0,12,17.0,15.82,5.0
590,0x1a62,1,36.0,1,23404.86,1899.405,6,5,7,0.0,12,17.0,15.82,5.0
592,0x1a64,1,36.0,1,23404.86,1899.405,6,5,7,0.0,12,20.0,21.82,5.0
593,0x1a65,1,36.0,1,23404.86,1899.405,6,5,7,0.0,12,17.0,9.41,5.0
594,0x1a6a,0,33.0,11,14205.09,1086.7575,7,10,21,8.0,33,18.0,19.42,12.0
595,0x1a6b,0,33.0,11,14205.09,1086.7575,7,10,21,8.0,33,18.0,19.42,16.0
596,0x1a6c,0,33.0,11,14205.09,1086.7575,7,10,21,8.0,35,19.0,19.42,16.0
598,0x1a6f,1,33.0,11,14205.09,1086.7575,7,10,21,8.0,33,19.0,19.42,16.0
599,0x1a71,0,34.0,11,14205.09,1183.7575,7,10,21,8.0,33,21.0,19.42,16.0
600,0x1a76,1,28.0,13,62320.56,5068.38,9,9,18,5.0,26,15.0,21.24,10.0
601,0x1a77,1,28.0,13,62320.56,5068.38,9,9,18,5.0,23,15.0,17.24,15.0
602,0x1a78,1,28.0,13,62320.56,5068.38,9,9,18,5.0,22,17.0,17.24,15.0
603,0x1a79,1,28.0,13,62320.56,5068.38,9,9,18,5.0,23,15.0,17.24,15.0
604,0x1a7a,1,28.0,13,62320.56,5068.38,9,9,18,5.0,23,17.0,17.24,15.0
606,0x1a82,1,25.0,8,43758.34,3454.528333333333,5,6,12,2.0,9,2.0,4.18,1.0
607,0x1a83,1,25.0,8,43758.34,3454.528333333333,5,6,12,2.0,13,2.0,4.18,1.0
608,0x1a86,1,25.0,8,43758.34,3646.528333333333,5,6,12,2.0,13,0.0,9.41,2.0
609,0x1a87,1,25.0,12,43758.34,3454.528333333333,5,6,12,2.0,13,5.0,4.18,2.0
610,0x1a88,1,25.0,8,43758.34,3454.528333333333,5,6,12,2.0,13,2.0,4.18,2.0
613,0x1a90,1,20.0,15,144881.68,11877.473333333332,3,4,15,4.0,5,13.0,10.1,2.0
614,0x1a91,1,20.0,15,144881.68,11877.473333333332,3,4,15,4.0,5,13.0,13.1,2.0
615,0x1a92,1,20.0,15,144881.68,11877.473333333332,3,4,15,4.0,5,16.0,10.1,2.0
616,0x1a93,1,20.0,15,144881.68,11877.473333333332,3,4,15,4.0,4,13.0,10.1,2.0
617,0x1a94,1,20.0,15,144881.68,11877.473333333332,3,4,15,4.0,1,13.0,8.1,2.0
619,0x1a9a,1,38.0,10,108147.3,8926.275,3,6,6,4.0,14,20.0,7.57,0.0
621,0x1a9c,1,38.0,10,108147.3,8926.275,3,6,6,4.0,14,21.0,7.57,0.0
622,0x1a9d,1,38.0,10,108147.3,8926.275,3,6,6,4.0,14,14.0,7.57,0.0
623,0x1a9e,1,38.0,10,108147.3,9012.275,3,6,6,4.0,14,20.0,9.41,0.0
624,0x1a9f,1,38.0,10,108147.3,8926.275,3,6,6,4.0,14,20.0,7.57,2.0
625,0x1aa0,1,38.0,10,108147.3,8926.275,3,6,6,4.0,13,20.0,3.5700000000000003,2.0
626,0x1aa1,1,38.0,10,108147.3,8926.275,3,6,6,4.0,14,20.0,7.57,2.0
627,0x1aa6,1,27.0,7,17759.1,1533.925,6,8,19,5.0,20,20.0,5.2,10.0
628,0x1aa7,0,27.0,7,17759.1,1479.925,6,8,19,5.0,24,20.0,5.2,10.0
629,0x1aa8,0,27.0,7,17759.1,1533.925,6,8,19,5.0,24,21.0,10.2,10.0
630,0x1aa9,0,27.0,7,17759.1,1533.925,6,8,19,5.0,24,20.0,5.2,10.0
631,0x1aaa,1,27.0,7,17759.1,1533.925,6,8,19,5.0,24,14.0,5.2,10.0
632,0x1aab,0,27.0,7,17759.1,1533.925,6,8,19,5.0,24,14.0,5.2,10.0
633,0x1aac,0,28.0,7,17759.1,1533.925,6,8,19,5.0,24,23.0,10.2,10.0
634,0x1aad,0,28.0,7,17759.1,1533.925,6,8,19,5.0,26,20.0,5.2,10.0
635,0x1ab2,1,37.0,14,85328.73,6858.7275,3,4,11,1.0,11,17.0,1.83,1.0
636,0x1ab3,1,37.0,14,85328.73,6858.7275,3,4,11,1.0,12,18.0,6.83,2.0
637,0x1ab4,1,37.0,14,85328.73,6858.7275,3,4,11,1.0,7,17.0,1.83,6.0
638,0x1ab5,1,37.0,14,85328.73,6858.7275,3,4,11,1.0,12,17.0,-2.17,2.0
639,0x1ab6,1,37.0,12,85328.73,6858.7275,3,4,11,1.0,12,14.0,1.83,2.0
640,0x1ab7,1,37.0,14,85328.73,6858.7275,3,4,11,1.0,12,14.0,1.83,2.0
641,0x1ab8,1,37.0,14,85328.73,7110.7275,3,4,11,1.0,12,17.0,1.83,2.0
642,0x1abe,1,26.0,15,134321.44,11064.453333333331,3,5,12,4.0,26,19.0,11.09,3.0
643,0x1ac1,1,27.0,15,134321.44,9997.59251367481,3,5,12,4.0,26,22.0,11.09,3.0
644,0x1ac2,1,27.0,15,134321.44,9997.59251367481,3,5,12,4.0,26,21.0,11.09,3.0
646,0x1ac4,1,27.0,15,134321.44,9997.59251367481,3,5,12,4.0,26,19.0,12.09,3.0
